hate,female,filtered_text
0.0,0.0,მგელი პრემიერი გყავს
0.0,0.0,გონიერი სამართლიანი ერის კაცი მადლობა პრემიერო
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,ბრავო ირაკლი
0.0,0.0,პირდაპირ თქვა რა თურქეთსაც რატომ არ იღებენ ევროკავშირში ნატოში კი რუსეთთან ვაჭრობის შეწყვეტა და კეთილმეზობლური ურთიერთობის არგამოჩენა ანუ ამ შემთხვევაში თურქეთზე მეტი შანსი აქვს საქართველოს
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,გენაცვალე პრემიერო
0.0,0.0,Gaixaret bt irakli
0.0,0.0,მომეწონა კახური პირდაპირობა
0.0,0.0,წარმატებები ჩვენს ღირსეულ პრემიერს
0.0,0.0,წარმატება ღირსეულ პრემიერს
0.0,0.0,ჩემი პრემიერი ჯიგარი ხარ
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,ეს არის ბორელის სამართლიანი პასუხები პრემიერო საუკეთესო პასუხები გაეცით სამართლიანობააა
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,ბრავო პრემიერო
0.0,0.0,წარმატებები საქართველოს წარმატებები საქართველოს ხელისუფლებას ბატონი ირაკლი ღარიბაშვილის მეთაურობით
0.0,0.0,Cico Tabunidze Kurtanidze გამარჯობა ლამაზო ქალბატონო როგორ ხართ
0.0,0.0,Giorgi Tabidze warmatebebi
0.0,0.0,დამოუკიდებელი საქართველოს თავისუფალი სიტყვა დამოუკიდებელი საქართველოს ღირსეული პრემიერი ბორელლი გესმის პრემიერი გელაპარაკება ქართველი ხალხის სახელით თუ არ გჯერა სტრასბურგს კითხე
0.0,0.0,უჰ რა კარგი იყო ბ ნი ირაკლის გამოსვლა წარმატებები ასე გაგეძელეთ
0.0,0.0,წარმატებები ჩვენო ძვირფასო პრემიერო
0.0,0.0,პატივცემულო ევროპელო ლიდერო ისეთს გვეუბნებით რაც ჩვენი ქვეყნის თვითოეული ოჯახის დასამარებას მოგვიწოდებთ ამიტომ ჩვენ ქართველები ვითხოვთ ვიყოთ ფამოუკიდებელი სუვერენული იმიტომ რომ ჩვენი სახელმწიფო ვმართოთ როგორც ჩვენს ინტერესებშია ამიტომ დაგვანებეთ თავი თუ მეგობრობა გინდათ იმეგობრეთდა ბატონობას თავი დაანებეთ ჩვენ არვართ გუშინდელი ქვეყანა ჩვენ ვართ მრავალსაუკუნოვანი ერი რომელსაც ვეტავინ ვერ დაამონებსდა ვერ მართავს დაგვღალეთ
0.0,0.0,სათქმელი თქვა მაგრამ არც ზედმეტში გადასულა მოკლედ არც მწვადი დაწვა და არც შამფური გამგებმა კი გაიგო და
0.0,0.0,ის რაც მათ უხარიათ ჩვენც უნდა გვიხაროდეს და ის რაზეც წუხან ჩვენც უნდა ვწუხდეთ როდემდე უნდა უქიცინოს კუდი საქართველომ ევროპას საქართველო რუსეთს შორის უვიზო მიმოსვლა სწყენიათ თურმე ამდენი წელია კანდიდატის სტატუსსაც კი არ გვანიჭებთ რაღაც პუნქტების შეუსრულებლობის გამო დავიღალეთ უკვე ხალხს აღარაფერს გვეკითხებით თავი რომ დაგვანებოს ყველამ არ შეიძლება დაგვტიეთ ბატონო ჩვენთვის
0.0,0.0,საქართველოს მოსახლეობისა და მის მიერ არჩეული და ნდობაგამოცხადებული მთავრობის ერთობლივი სვლა ევროკავშირის ღირსეული წევრობისკენ აუცილებლად სტატუსის მინიჭებით უნდა აღინიშნოს დიახ ეს იქნება სწორი შორსმჭვრეტელური და სამართლიანი გადაწყვეტილება
0.0,0.0,წარმატებები ჩვენ პრემიერს
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,უ რა მაგრად დაუდგა ასე აქეთ შეგვეხვეწებიან აგერ ნახავთ
0.0,0.0,ხო სულ წარმატებები გაქვთ მეხი დაგევათ თქვენ რაც წარმატენული გყავთ პრ მინისტრი
0.0,0.0,მადლობა ბატონო პრემიერო მადლობა ასეთი პატრიოტიზმისთვის
0.0,0.0,წარმატებები ქვეყანას ჩვენს პრემიერს
0.0,0.0,ინფორმაციის მიწოდების პრობლემა არ გვაქვს ტყუილს და მართალს ზღვა რაოდენობით გვაწვდიან
0.0,0.0,Sagol jkviani kaci xar dzan delekaturat lamazat daulaga mtel evropas
0.0,0.0,აი როგორია ორ ფეხზე დგომა
0.0,0.0,როგორც იქნა
0.0,0.0,ჩვენ პატარა და ჩვენი ტრადიციების მატარებელი ქვეყანა ვართ ტრადიციები ჩვენთვის საკუთარი თავებივით არის აიღეთ ბიბლია ბოტონო ჯოზეფ და იქ დაამტკიცებთ რომ ქართველი ერი ცუდის ჩამდენი ერი არარის გვყავს საშინელი მტერი ოპოზიცია აფერისტების ბანდა
0.0,0.0,ბრავო პრემიერო
0.0,0.0,ბრავო ბატონო პრემიერო მასტერ კლასი ჩაუტარდა ბორელს ზუსტად ასე უნდა ველაპარაკოთ მათ მტკიცედ კონკრეტულად და კორექტულად წარმატებები ბატონო ირაკლი ჩემი პატივისცემა და მხარდაჭერა წარმატებები და წინსვლა საქართველოს
0.0,0.0,სიტყვები რომელიც შეიძლება მხოლოდ სამშობლოზე შეყვარებულმა კაცმა გაუბედოს ევროკავშირის მაღალჩინოსანს სწორედ ამიტომ გვიყვარხართ და გაფასებთ პატონო პრემიერო ამიტომ ჩვენ თქვენთან ვართ ბატონო ირაკლი
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,წარმატებები პრემიერს მეამაყებით
0.0,0.0,გაგიმარჯოთ ბატონო პრემიერო
0.0,0.0,ირაკლის რესპეკტი სიმტკიცისთვის
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,შემახსენეთ ასეთი პრემიერი ასეთი პირდაპირი პრემიერი როდის გვყოლია სად ხართ საქართველოს გულშემატკივრებო ოპოზიცია არ მოგწონებოდათ აბა რით დადანაშაულებტ პრემიერს მიდით გელოდებით ფარჩაკებოოო გაიხარე ბატონო ირაკლი წარმატებები ეს ბორელი კი დაგვიმუნჯე ყოჩაღ წარმატებები
0.0,0.0,Genacvaleeee
0.0,0.0,Carmatebebiiii
0.0,0.0,წაემატებები ბატონო პრემიერო თქვენი პრინციპული მიდგომები და ქართველი ხალხის გზავნილები ზუსტად ასახავს საქართველოს მომავალს
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,ესენი ვინ არიან არაო არც გაბედოთ განვითარებაო როგორ მინდა ყველას ამათ დასავლეთით აღმოსავლეთით ჩრდილოეთით თუ სამხრეთით სწორდით სმენა და მართლა ჯუნგლებიისკენ მე ვარ ავი მუსაიფი კახთ ბატონის ირაკლისა ღმერთმა გაძლება და შეძლება მოგცეთ მუდამ აღშფოთებულ შეშფოთებულ და ძალიან ვწუხვარ ჩინოვნიკების ყურებითა და მოსმენით ბედნიერი ხვალისა ს ა ქ ა რ თ ვ ე ლ ო
0.0,0.0,მადლობა ბორელს ჩამობრძანებისა და მხარდაჭერისათვის
0.0,0.0,და გამარჯვება ჩვენს პრემიერს
0.0,0.0,ბორელი არ იყო ჯუნგლები რომ გვიწოდაკავშირის გარეშე ქვეყნებს და ეხლა რაჯუნგლებში ჩამოვიდა და დავალებებს ამოწმებს პუნქტების მიხედვით ვის რაში ჭირდება ცარიელი სასაცილო ფარატინა ფურცელი რას გვევაჭრება ეს დეგრადირებული კორუმპირებულიევროპა წლისთვის საერთოდ იარსებებს მაგათი კავშირი ყოჩაღ პრემიერს ღირსეული პასუხი გასცა ნაცები მაინც თავისას მიერეკებიან
0.0,0.0,კარგია რომ ასე საჯაროდ და მტკიცე პირდაპირობით გასცა პრემიერმა კრიტიკულივე პასუხი და დაახვედრა გაფრთხილებაც დასატუქსად და დირექტივების მოსაცემად ჩამოსულ დასავლეთის ორმაგი უსამართლო სტანდარტებით დატენილ ცინიკოს ბორელს იმედია საჭიროების შემთხვევაში როცა ქვეყნისთვის აბსოლიტურად მიუღებელ მოთხოვნებს გვიყენებენ ამაზე ბევრად მეტ სიმტკიცეს და პრინციპულობას გამოიჩენს ხელისუფლება თუკი სურს ხალხისგან მხარდაჭერა და ლეგიტიმაციის გაძლიერება
0.0,0.0,გენაცვალეე ბატონო ირაკლი
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,ბრწყინვალე გამოსვლა და შეფასება ბატონი ირაკლის ვამაყობ რომ საქართველოს ჰყავს დამოუკიდებელი გონიერი დინჯი გაწონასწორებული მმართველი ბატონი ირაკლი საქართველოს და ევროპის საიკეთესო პოლიტიკოსია და მალე კიდევ ბევრი დაინახავს რა მაღალი კლასის პოლიტიკოსია ცუდას რად უნდა მტერობა კარგია მუდამ მტრიანი პოლიტიკური გადაწყვეტილებები არასამართლიანია ბატონო ირაკლი და ის ემოციებს ეყრდნობა უსამართლობაა არ დავაფასოთ თქვენი დიდი შრომა და მოდომება წარმატებებს გისურვებთ პატივისცემით ირაკლი
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,წარმატებები საქართველოს
0.0,0.0,ჯიგარიხარტ
0.0,0.0,უფალო დაიფარე საქართველო
0.0,0.0,მშვიდობა საქართველოს
0.0,0.0,მშვიდობა საქართველოს
0.0,0.0,წარმატება თქვენს მძიმე საქმიანობაში ბატონო პრემიერო ნუ უსმენთ ტურების ჩხავილს ქართველი ერი თქვენს გვერდითაა
0.0,0.0,მშვიდობა საქართველოს
0.0,0.0,ყოჩაღ აი მასე ინდა მოთხოვო მკაცრად და სამართლიანად ჩვენ ვართ პირველი ევროპელები მაგათთან სახვეწნი რაგვაქვს
0.0,0.0,წარმატებები ბატონ ირაკლის
0.0,0.0,Bravo premiero
0.0,0.0,უდიდესი პატივისცემა ღარიბაშვილს ამ გამოსვლისთვის
0.0,0.0,ყველა პრემიერი მახსოვს ასეთი ღირსეული არასდროს გვყოლია
0.0,0.0,სრულიად სიმართლე ბატონო პრემიერო საქართვდლო დღემდე მოვიდა ევროპის გარეშე და არც აწი დაიკარგება დიდება საქართველოს
0.0,0.0,მსოფლიო ლიდერია ნამდვილი პატრიოტი
0.0,0.0,ჩვენს მხარეს სიმართლეა ბატონო პრემიერო და თუ ევროპაში არ მიგვიღებენ არც აქამდე ვყოფილვართ ევროაში მაგრამ საქართველოს უცხოვრია იცხოვრებს მილიონი წელი ნაც მოღალეტე რბოვის ჯინაზე დიდება საქართველოს
0.0,0.0,სასიამოვნოდ განცვიფრებული ვარ ასეთი პირდაპირი და მართალი პოლიტიკოსის არსებობით
1.0,0.0,წაკლა ჭურნალისტი წოწონავა
0.0,0.0,წარმატებები ჩვენს საამაყო პრემიერს
0.0,0.0,აი ჟურნალისტი დახვეწილი საუბრით და სილამაზით
0.0,0.0,ბრავო
0.0,0.0,მაგარი კაცი
0.0,0.0,ჯანმრთელობა და კეთილდღეობა ჩვენ მთავრობას
0.0,0.0,წარმატებები
0.0,0.0,უმაგრესი პრემიერი
0.0,0.0,წარმატებები ორივე ქვეყანას
0.0,0.0,გვეშველება უეჭველი
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Bravo irakli
0.0,0.0,განუმეორებელუ პრემიერი
0.0,0.0,ბრავო
0.0,0.0,Carmatebebi
0.0,0.0,წარმატებებიიი
0.0,0.0,წარმატებებს გისურვებთ
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,პროფესიონალი დახვეწილი ჟურნალისტი წარმატებები პრემიერს
0.0,0.0,აღდგება ისტორიული აბრეშუმის გზა
0.0,0.0,ბრავო
0.0,0.0,წინ სვლა და წარმატება საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები დე ეს შეხვედრა საქართველოსთვის ყოფილიყოს მომგებიანი და არა სამომავლოდ სანანებელი
0.0,0.0,წარმატებებიი
0.0,0.0,წარმატებებიი
0.0,0.0,წარმატებიბი ბატონო ირაკლი ჩვენი სამშობლოს საკეთილდღეოდ
0.0,0.0,netav chinuri tuicis
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,ბატონი ირაკლი საუკეთესო
0.0,0.0,წარმატებები ს ა ქ ა რ თ ვ ე ლ ო ს
0.0,0.0,წისვლა სულ უდიდესი პოლეტიკოსი ხარტ ბატონო პრემიერო
0.0,0.0,ჩვენი პრემიერი
0.0,0.0,ჩვენი ღირსეული პრემიერი მჯერა რომ ის ქვეყანას სწორი გზით ატარებს ჩვენი მხარდაჭერა მას
0.0,0.0,დიდება უფალს წარმატებები ჩვენს ღირსეულ პრემიერს
0.0,0.0,წარმატებები ბატონო ირაკლი მშვიდობა საქართველოს
0.0,0.0,ამაყი ვარ
0.0,0.0,Gaauqme nato chveni kuboebis xarjze borot sulebs nu gaamdidrebd
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi
0.0,0.0,წარმატებები ორივე მეგობარ ქვეყანას
0.0,0.0,წარმატებები respect
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi batono irakli
0.0,0.0,კარგი ნაბიჯია წარმატებები ორივე ქვეყანას
0.0,0.0,წარმატებები საამაყო პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,tcarmatebebi orive mhares
0.0,0.0,წარმატებები ჩვენს პრემიერს
0.0,0.0,საამაყო პრემიერი
0.0,0.0,წარმატებებიიიიი
0.0,0.0,წარმატებებს გისურვებთ
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები გაიხარეთ ღმერთმა ხელი მოგიმართოთ მადლობა მშვიდობისთვის
0.0,0.0,Warmatebebii chveno Girseulo Premiero
0.0,0.0,წრმატებებიი
0.0,0.0,შვიდი და ღირსეული
0.0,0.0,სწორი პოლიტიკაა
0.0,0.0,კაცი ლეგენდა
0.0,0.0,ჩვენი ქვეყნის ღირსეული პრემიერი
0.0,0.0,წარმატებები
0.0,0.0,სასიამოვნო მოსასმენია წარმატებები
0.0,0.0,თეო გილოცავ ამ ვაჟკაცის დღეს
0.0,0.0,წარმატებები
0.0,0.0,ძალიან მაგარია
0.0,0.0,წარმატებები პრემიერო
0.0,0.0,ვიუვიუუ რასაკაიფო ხმა შეურჩევიათტ
0.0,0.0,shveni gonieri premieri warmatebebi
0.0,0.0,წარმატებები სრულიად საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,დაესწარით მრავალს
0.0,0.0,როგორ მომეწონა ეს ჟურნალისტი მივესალმები ბატონ ირაკლის ამ არაჩვეულებრივ გამოსვლას ჩინეთში წარმატებებს ვუსურვებ ქვეყნის საკეთილდღეოდ
0.0,0.0,წარმატებები ჩვენი ქვეყნისა და ხალხის საკეთილდრეოდ
0.0,0.0,რაღა ახალ ეტაპზე უნდა გადავიდეს გელაშვილები და ფერაშვილები დახდენ ჩინელები
0.0,0.0,წარმატება ჩვენს პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები საქართველოს ბატონო ირაკლი
0.0,0.0,ოოოოოოო ვაშააააა
0.0,0.0,წარნატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიძალიან მნიშვნელოვანი ვიზიტი იყო
0.0,0.0,წარმატებები ბატ ირაკლი
0.0,0.0,წარმატებები ბატ ირაკლი
0.0,0.0,მადლობა უფალს რომ ასეთი პრემიერი გვყავს
0.0,0.0,warmatebebi
0.0,0.0,წარმატებები
0.0,0.0,საამაყო პრემიერი
0.0,0.0,წარმატებები
0.0,0.0,Gaixaret batono irakli
0.0,0.0,ჭკვიანური აზრია
0.0,0.0,წარმატებები
0.0,0.0,აგერ ვნახავ რამდეს გააკეთებს
0.0,0.0,საამაყო პრემიერი წარმატებები
0.0,0.0,წარმატებები ბ ირაკლის და ჩვენ ქვეყანას
0.0,0.0,ეს არწივი ძაან მაღლა აფრინდა
0.0,0.0,მოხარულები ვართ შენი ბრძნული გამოსვლით
0.0,0.0,ჩინეთის დამოუკიდებლობაწი სტალინის დიდი დამსახურებაა ამიტომაც მისი ძეგლი პეკინშია კარგი იქნებოდა პრემიერს მოეთხოვა ძეგლთან მისვლა რაზედაც ჩინელები ათმაგად დააფასებენ
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ემო პრემიერო გენაცვალე ქარ ულ გულ ი
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,ღმერთო დალოცე და დაიფარე საქართველო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ბატონო პრემიერო ვამაყობ თქვენით გფარავდეთ უფალი
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Garibashvilis kaumarjos maladec chelavek balshoy buqvi
0.0,0.0,Warmatebebi
0.0,0.0,წამყვანი მომეწონა გონებრულულად მსჯელობს საუკეთესო ნაბიჯია ირაკლი წარმატება
0.0,0.0,წარმატებები უფალმა დაგლოცოთ ბატონო პრემიერო
0.0,0.0,Warmateba
0.0,0.0,წარმატებბეებიი
0.0,0.0,Warmatebebi batono irakli
0.0,0.0,წარმატებებიიიი
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები საქსრთველოსათვის
0.0,0.0,Warmatebebi batono irakli
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,საქართველოს სიამაყე ხართ პრემიერო
0.0,0.0,ალა გილოცავ ფერიცვალობას ყველაფერს კარგს გისურვებ
0.0,0.0,წარმატებები
0.0,0.0,ირაკლი მიყვარხარ ძმაო წარმატებები მიგულე შენს გვერდით
0.0,0.0,Warmatebebi
0.0,0.0,სუპერ პრემიერი და სუპერ ჟურნალისტი
0.0,0.0,warmatebebi
0.0,0.0,არა ჰგავს ჩვენს ზოგიერთ ჟურნალისტს წარმატებები ჩვენს ქვეყანას
0.0,0.0,წარმატებები
0.0,0.0,საამაყო ადამიანი ბრძანდებით ბატონო ირაკლი
0.0,0.0,წარმატებები კიარ მოსაკლავი არიან ყველა მოვა მალე მაგათი დრო
0.0,0.0,წარმატებები პრემიერს და საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,ხალხის სასიკეთოთ თუ იქნება კარგია ქართველებისთვის
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიიი
0.0,0.0,ირაკლი წარმატებები
0.0,0.0,წარმატებები პრემიერო წარმატებები საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,არმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,კარგი ხარ ირაკლი
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi
0.0,0.0,წარმატებები
0.0,0.0,ნამდვილი ლიდერი
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ღირსეულ პრემიერს
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi batono irakli
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატება
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიიი
0.0,0.0,წარმატებები პრემიერს და საქართველოს ბრავოოოოო
0.0,0.0,წარმატები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Ufali gfaravdet yvelgan da yvelafrrshi amin
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi
0.0,0.0,წარმატებები
0.0,0.0,bravo
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,ირაკლი აბა რა წარმატება საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,კარგი ხასიათის ადამიანები არიან ჩინელები და ულამაზესები
0.0,0.0,თუ სიმართლე და შრომა დაისადგურებს საქართველო ძალიან წინ წავა
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები საქართველოს არ გავს ეს ჟურნალისტი ჩვენ მოუწესრიგებელ თავგადაჩეჩილ და უზრდელ ჟურნალისტებს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიი
0.0,0.0,წარმატებები
0.0,0.0,Carmateba
0.0,0.0,წარმატებები
0.0,0.0,ბრავო წარმატებები იქნებ კარგის დასაწყისი იყოს
0.0,0.0,შესანიშნავი ინტერვიუა ბრავო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,ვაუუუ მაგარიაა ბრავო
0.0,0.0,წარმატებები ჩვენი ქვეყნის ღირსეულ პრემიერს და ჩვენს საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebiiii
0.0,0.0,წარმატებები ბატონო ირაკლი
0.0,0.0,წარმატებები
0.0,0.0,Carmatebebi chem patriot premiers Irakli mteli sakartvelos cesieri da sagad moazrovne xalxi shen gverdit vart Gfaravdes ufali
0.0,0.0,წარმატებები
0.0,0.0,წინ სვლა
0.0,0.0,წარმატებები ღირსეულო პრემიერო
0.0,0.0,მშვიდობა და წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ბატონო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,კრიახობენ ტროლები დასავლურ ცივილიზაციას ცურგი აქციეს აღმოსავლურად აკაკანდენ
0.0,0.0,წარმატებები ბ ირაკლი
0.0,0.0,წარმატებები
0.0,0.0,ჩვენი საამაყო ღირსეული პრემიერი წარმატებები მას და საქართველოს
0.0,0.0,წარმატებები
0.0,0.0,უჭკვიანესი
0.0,0.0,პრემიერი საამაყო ჟურნალისტი კუკლასავით
0.0,0.0,ბატონო ირაკლი სასკოლ საბაღედ ბავშვებს დაურიცხეთ რაღაც თანხა როგორც გახარიამ
0.0,0.0,წარმატებები ირაკლი
0.0,0.0,წარმატებები სამ ობლოს საკე ილდ ეო ბატონო ირაკლი ქვენ ან არს მერ ი
0.0,0.0,სადაც უნდა მიდიოდეთ იქ არ მიდიხართ ეკონომიკის გაძლიერებამდე ჯერ ადამიანების ფიზიკურად გადარჩენაზე და ქვეყნის სუვერენიტეტის შენარჩუნებაზე იზრუნეთ დანარჩენი ყველაფერი მეორეხასისხოვანია
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,warmatebebi saqartvelos saketildgeod
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,warmatebebi saqartvelos da premiers
0.0,0.0,ძალიან საინტერესო ინტერვიუ იყო და უძლიერესი ვიზიტი საერთო ჯამში წარმატებები საქართველოს საამაყო პრემიერ მინისტრს ბატონ ირაკლი ღარიბაშვილს
0.0,0.0,Irakli Garibashvili Gorgeus
0.0,0.0,შეგერგოთ
0.0,0.0,Magari xar gaixare
0.0,0.0,Warmateba saqartvelos
0.0,0.0,ღმერთმა დაგლოცოთ ბატონო ირაკლი ჩვენო კარგო პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებე ი
0.0,0.0,წარმატებები რა მოსაწონი ინტერვიუ იყო მე ამაყი ვარ
0.0,0.0,შეადარე გრიგოლიას
0.0,0.0,გაჩედიით
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიჩემს ქვეყანას
0.0,0.0,და ვირუსზე რომ ალაპარაკდნენ ეს რას მივაწეროთ ერთი გეგმაა
0.0,0.0,მე მიყვარს ჩვენი პრემიერი
0.0,0.0,ვამაყობ ჩვენი პრემიერით
0.0,0.0,Isedac shkafis tavze mzinavs chinelebiga gvaklia ak
0.0,0.0,წარმატებები
0.0,0.0,ჩვენთან ჟურნალისტები არ არსებობენ არიან პარტიულნი და აგრესიულნი თავიანთი პოლიტიკური შეხედულებების დამცველნი და უზომოდ უზრდელები
0.0,0.0,გილოცავ ცისნამი ყველაფერს საუკეთესოს გისურვებ
0.0,0.0,ვულოცავ ყველა კეთილის მსურველ ადამიანს ქვეყნის ასეთ წინსვლებს
0.0,0.0,წარმატებები ჩვენ პრემიერს
0.0,0.0,ამაზე ეროვნული მთავრობა არ გვყოლია ზვიადის შემდეგ
0.0,0.0,აი ნამდვილი ჟურნალისტი
0.0,0.0,Sago magaria
0.0,0.0,Warmatebebi da winsvla
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები მაგრამ რა ვიცი
0.0,0.0,წარმატებებკ
0.0,0.0,რა ლამაზია ეს ჩინელი ჟურნალისტი
0.0,0.0,რამდენი კონა ჩინელი მოჰყავს ახლა
0.0,0.0,ბრავო პრემიერო წარმატებები
0.0,0.0,Carmatebebi
0.0,0.0,წარმატებები
0.0,0.0,ბრწყინვალე ინტერვიუა suuper
0.0,0.0,აი ასეთი ჟურნალისტებია საჭირო მერადენედ ვუყურებ აღფრთოვანებული ვარ წარმატებები ორივე ქვეყანას
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,ბევრი წარმატებები
0.0,0.0,ქარმატება
0.0,0.0,წარმატებები პრემიერო
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi
0.0,0.0,წარმატებები საქართველოს ყველა დროის საუკეთესო პრებიერ მინისტრს ბატონ ირაკლი ღარიბაშვილს ჩვენი ქვეყნის საკეთილდღეოდ
0.0,0.0,Es yvelaperi dzalian kargia razets iyo saubari magram xalxs adardebs tsiprul pulze gadasvla da tu sheidzleba daexmaret xalxs ganumartet tsesierad ra tsvlilebebs moitans ra mekanizmebia chadebuli Uamravi uaryopiti inpormatsia arsebobs romelsats gamotkvamen spetsialistebi tsiprul lartan dakavshirebit Aseve atsrebis yvelastvs savaldebulo dadzalebaze radgan zogistvis atsris gaketeba sikvdilis tolpasia Ase rom gtxovt miigot zomebi imisatvis rom auxsnat xalxs rom adamianta uplebebi aravitar shemtxvevashi ar ikneba dargveuli chvens kveyanashi da rom meti axsna ganmarteba iyos tsiprul pultan dakavshirebit romelits garantiebs mistsems xalxs rom isini ar iknebian dazaralebulni am situatsiashi Tsinastsar madloba
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebii
0.0,0.0,წარმატებები
0.0,0.0,ასერა გაიხარეე პრემიერო ვისაც არუნდა საქარ ველო გავარტყი რაა
0.0,0.0,Warmatebebi
0.0,0.0,წარმატებები და გამარჯვებები
0.0,0.0,წარმატებები ბატ ირაკლი
0.0,0.0,არმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებებიი
0.0,0.0,ამას მეცნიერების მოძებნა
0.0,0.0,მაგარი პრემიერი ძალიან მაგარი კაცი
0.0,0.0,წარმატებები
0.0,0.0,Carmatebebi chvens premiers
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,carmatebebi
0.0,0.0,წარმატებები
0.0,0.0,ყოჩაღ
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,Warmatebebi
0.0,0.0,წარმატებები ბატონ ირაკლის
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები ბ ირაკლი უფალი გფარავდეთ
0.0,0.0,წარმატებები
0.0,0.0,წარმატებები პრემიერს და საქართველოს
