hate,female,0,filtered_text
1,1,კრისტი შენი დედა მოვტყან საქართველოს სახელით დდ,
1,0,მოგიტყან დედის მუტელი,
1,0,ყლეხარ მუტელო,
1,0,Saconelo,
1,0,seni deda movtkam,
1,0,შენი დედაც შევეცი ყლეო,
1,0,Ubralod mogitkan dedis traki,
1,0,შენს დედას ვტყნავ შენს უკან გაიხედე,
1,0,kristi sheni jilagi movtyan,
1,0,sheveci shen dedikos da mamikos,
1,0,Kristi Sheni mkvdarida cocxali movtyan shen ojaxs sheveci,
1,0,ქრისტი შენი დედის მუტელი მოვტყან შე ყლეო,
1,0,შენი დედასს შევეცი რომ ასეთი ყლე გაგაჩინა ნაბიჭვრის გაგდებულო ყლის შვილიოოო,
,,შენი,
1,0,am yverma aqacmoagwia,
1,0,იდი ნახვი დედამოვტყან შენი,
1,1,ბატონო კრისტი მჰმ აჰმ ბოდიშით ქალბატონო ქრისტი ეს თქვენი არხია,
1,1,ქრისტი ლაბაძეს შევეცი ბერლინის ძუკნას შევეცი,
1,0,Yleze rom gvkidia ici,
1,0,Se yleo se mutelo se Sirose mutelo se deda sevwci pucuro dd,
1,0,ამ ნაბოზარს ჩვენით ფულის შოვნა უნდა,
1,0,Mogityan kargis traki,
,,Tiktok reaqciebi gadaige da dzaan moixodebi,
1,0,რაყლე როჟახარ გააფსი სირიკო,
1,0,ქუთაიში არჩამოსუნო ბიჯო,
1,0,ამის მერე რასაც იძახი საერთოდ რომელ ადამიანობაზე და ჰუმანურობაზეა საუბარი უზომოდ ამპარტავანი ხარ და საკუთარი ვნებების დაკმაყოფილების იქით შენი გონება ვეღარ ქაჩავს შენს გარშემო არ ტრიალებს სამყარო კრისწი ცოტა გონს მოეგე და მერე იკაპასე სხვების ჰომოფობიურ შეხედულებებზე,
,,Zan dabali xmaaq krist,
1,0,შენი დედამოვტყააანნ დაიკარგე ბანკაში და კოქტეილი გაგიკეთებთ ყლეეოოო,
1,0,რა ყლე გაუჩნდი შენს მშობლებს ეჰ,
,,,
,,მუსიკას რა ქვიააა მითხარით გთხოვთ,
1,0,Visac es gevasebat su yvelaferi mogityant,
1,0,Opa yle qalam youtubi shqmna sagol yleo,
1,0,Mamasenis mizani movtyan SE yleo,
1,0,Seni tiktoki movtyan,
1,0,Sevardnedzis dedas seveci da senc,
1,0,Seni boifrendic movtyan,
1,0,Yles gavxar,
1,0,Sen vis unda caajmevino,
1,0,Dedasenic ylea da mamasenic,
1,0,Seni gagijeba movtyan,
1,0,Seni inglisuri movtyan,
1,0,Dedofali ki Ara yle xar,
1,0,LGBT raga cemi ylea,
1,0,Siro,
1,0,Yle xar da maxinji,
,,W perents,
1,0,Xo ar gamoylevdit xalxo karg komentarebis vinc uwert imati deda movtyan tqven sirebo,
1,0,Yleo sena,
1,1,ბერლინის ძუკნა საქართველოს დედოფალი ავსტრიის კარალევა და მოსკოვის პუტანკა ქალი შოუ ქალი ძივააა ქალი დახვეწილობა კრისტუ გვიყვარხარ,
,,სხვარაკურსი დააკოპირე,
1,0,ვინც ამას რამე დადებითს უწერთ თქვენი დედას შევეცი,
1,0,ეს ვის უყვერს ფუი ბლიად ამის დედა მოვტყან მე,
,,ყოჩაღ,
,,kargia კარგია გაუმჯობესდი გამოვიწერე,
,,არ ხარ ცუდი,
,,martla kristy xar tu isev sxva debs shen videoebs tavis arxze,
,,am planetis dedofalic da mefec gmertia gaige da shen araferi xar ginebis da sheni codvebis garda,
,,,
,,ყველა კარგი,
,,მოდი ლოგინში vs,
,,მახინჯი ხარ დედოფალი კი არა,
1,0,Sheni dedis muteli movtyannn,
1,0,ხალხო კარგს რატო უსურვენთ ამის კარგიც არ მოვტყან,
,,ამისვიდეოს როგორ უნდა ქონდეს ნახვები და ჩემსას არა,
,,წარმატებები მიყვარხარ ძალიან,
,,დედოფალი ხარ,
,,My queeeeeeeeeeen,
,,Capcutit roaeditebs tipi rakai dvc aq arada me redmi note ti vaediteb marto ccshi,
,,Kristii gviyvarxar uzomoddd qali xar qaluri gakoce,
1,0,დედოფალი არა ისა კიდე შენზე ლამაზი საფრთხობელა მინახავს პიროვნული თვისებები კიდე ცხოველებზე დაბალ საფეხურზე ხარ,
,,ქრისტი მუსიკის სახელი ქ ხოვ,
,,გვიყვარხარ,
,,ქრისტი ძაან ლამაზი ხარ ოღონდ მართლა ყველაფერ კარგს გისურვებ,
,,ანუ ძაან დედოფლური შოუები გველოდება,
,,ყველა დისლაიქი მხოლოდ უჟასებისგან არის ქრისტი კი მთლიანი სამყაროს დედოფალია,
,,ქალი იკონა ქალი ძივა ქალი ქალღმერთი ქალი შოუ და ქალი დედოფალი მიყვარხარ ქრისტი,
,,იუთუბის დედოფალი,
,,Kristy is queen,
1,0,ქრისტის ჰეითერებს შეგიძლიათ რომ მოწოვოთ ქრისტი საუკეთესო ხარ,
,,ქრისტი ძაან მიხარია იუთუბზეც რომ ხარ,
,,ქრისტი წარმატებებს გისურვებ დედოფალო,
,,ანუ ქრისტი საერთოდ არ იმსახურებს ამხელა ჰეითს და სიძულვილს უსაყვარლესი და უშოესი და უსაინტერეოესი ადამიანი,
1,1,ქრისტი უბრალო გოგო არაა ის არის ქრისტი ლაბაძე ბერლინის ძუკნა ვენის დედოფალი და მთლიანად ინტერნეტის იკონა ქრისტი ძააააააან მიყვარხარ,
1,0,ქრისტი უზომოდ მიყვარხარ და ყველა შენი ჰეითერი ყლეა,
1,1,Yvelas dedasheveci visac kristy evaseba,
1,0,როგორ ხარ დედუ ბერლინიდან ონლაინშიკობ ჩამოდი საქართველოში მაგ პირსინგს ტყაკში აგაკრავენ,
,,Her name is Kristy and she is here to shine,
1,0,ახლა იუთუბში ეს პიდარასტი,
1,0,Sagol yleoo kai iyo,
,,ვააუუ კრისტი წარმატებები,
,,ქრისტი ქალღმერთი,
,,ყველაფერს რასაც ქრისტი აკეთებს არის ლეგენდარული და ამაზე წერტილი,
,,ანუ iconic,
,,აწ უკვე იუთუბის დედოფალიც,
,,ანუ ქრისტი ძაან მიყვარხარ,
,,მე ინგლისურის გაკვეთილზე,
,,,
1,0,პიდარასტების და ნიანგების გულის გასახეთქად დედოფალი იუთუბსაც იპყრობს,
,,დედოფალი მოვიდა,
,,,
,,,
,,,
,385,,
