hate,female,filtered_text
,,Irina Chumbashvili რომელ პოლიტპატიმარზე დარდობთ ბევრი გვყავს პოლიტპატიმარი
,,Nana Gavasheli ra gacinebs Go back to your pirate games hun
1,0,Malkhaz Pheradze არეულობას და დედისტყვნას მიიღებს ოცნება თუ კიდე გააგრძელებს ფართხალს პრინციპში არც არიან მშვიდობით გასაშვებები როგორც გაირკვა
1,0,Malkhaz Pheradze იმ ხალხის დდშვც მე სუყველასი ვინც სალომეს ამტყუვნებს ღორისშვილ ქოცებთან სექტად გადაქცეული საქოცეთი ნაცები რო მონაგონი გახადეს ეგეთი ღორისშვილები შერჩნენ დღეს საქოცეთს
,,Vous avez effectivement enfreint la loi et la sentence appropri e est venue თქვენ ნამდვილად დაარღვიეთ კანონი და შესაბამისი სასჯელი დადგა
,,მაგის ხმის გაგონებაც არ გვინდა არ არის ჩვენი პრეზიდენტი
,,მთელი მთავრობა კლოუნებიხათ მოსახლეობის სამარცვინოებიხართ
,,იმუქრება კიდევაც ამის დაუნახავი და უმადური დდშ ცი ცხონებულმა მამაჩემმა იცოდა რამდენი ვირიც ვიყიდე იმდენი კუანა გამომადგაო ბიძინას არც ახლა არ გაუმართლდა იმედები
,,წარმატებები
,,ამდენი შეურაცხყოფის მერე თავმოყვარე ადამიანი თავისით გადადგებოდა მართლა ქაჯი
,,მაინც ძალიან ნერვიულობს და გული წყდება მიყვარს ეს ქალი მაგრამ არ იქცევა სწორად ეს არის მცდელობა რომ აირიოს ქვეყანა შიგნიდან
,,თქვენი გულის ტკივილით შეშფოთდება ნიკა გვარამია და ძმანი მისი
,,Salo marto sakutar tavze gamocdam daganaxa qveyanashi ro ukanonoba bzinvarebs ramdeni ojaxia mati usamarto gadawyvetilebebis msxverpli yvela mosamartle mosyidulebi ro arian arc policiaa sando da aravin saqartveloshi didixania nu geqnebat imedi archevnebis agaraavin xmas ar mogcemt
,,მაგარი ხარ ქალბატონო სალომე
,,Janmrteloba gvtis wyaloba bedniereba didxans sicocxle da warmateba chvens prezidents
1,1,უტვინო ქალო შენ მართლა პრეზიდენტი გგონია შენი თავი აგიღეთ და დაგდეთ მაგ თანამდებობაზე
,,თავისუფალ არჩევნებს მივაღწევთო ქალბატონო მანამდე თავისუფალი არ იყო ანუ თქვენი პრეზიდენტად არჩევა არალეგიტიმურია
,,წარმატებები ჩვენო პრეზიდენტო სალომე ზურაბაშვილს
,,სალომე ბებო მართლა ჟანადარკზე გაზრდილიხარ
,,მოღალატე ხარ
,,
1,1,ეე ყლექალ არ სჯობდა კარგი გაეკეთებინა და კარგათ დაესრულებინა შენი ვითომდა პრეზიდენტობის ვადაა მარა შენ პაიკი მარიონეტი ხარ და არა პრეზიდენტი შიგნიდან მოგიფათურებენ ხელებს და არა გარედან
,,უმსგავსობა ხდება
,,შენი სიტყვებია ზიანის მიყენება ქვეყნისთვის
,,სამარცხვინო ხარ
,,შენც გადადგი ერთადერთი ღირსეული ნაბიჯი დაასრულე პოლარიზაცია და გამოუშვი პრეზიდენტი ამას გთხოვს მთელი ევროპა
,,
1,0,რომელ ოპოზიციას მიმართავ ნაბოზარს რომ გეძახდა
,,ამ გაბრაზებულ გულზე მიშას შეიწყალებს
,,ჩვენი ევროპული მომავალი უალტერნატივოა
,,მართალიხარ შენრო პრეზიდენტიხარ უკვე არაფერია გასაკვირი
,,აი ეგ წარმომადგენლები რომ აირჩიე ჩემო პრეზიდენტო იმიტომ დაიმსახურე იმპიჩმენტი ეს ყველაფერი კანონიერად მოხდა ეხლა რამდენიც გინდა ლანძღო მოსამართლეები ეს უკვე აღარ შეგეფერება როგორც ქვეყნის პრეზიდენტს
,,აქ რა დამჰაჰავებლების შემოსევაა თქვენ თავებს უფრო დასცინით მიშამ უკვე დაწერა საქართველოს ისტორია და მალე ძალიან თავისუფალი იქნება
,,Vitom ocnebis mxares agaraa magitom ase iqceva radgana archevnebi modis unda xalxis ndoba moipovos shemdeg kide dabrundena ocnebashi kargad abolebs xalxs
,,ჩვენი წინაპრები სიცოცხლის ფასად იცავდნენ ქვეყანას პრეზიდენტი ქვეყნის ხალხის გვერდით უნდა იდგე რის ფასად მიგყავთ ფსკერზე მომავალი თაობა
,,
,,ქალბატონო პრეზიდენტო თუ არ მოგწონტ სასამართლოს გადაწყვეტილება მაშინ გაათავისუფლეთ უკანონოდ დატყვევებული სააკაშვილი
1,0,უსირცხვილო
,,აქ მარტო ტროლები და ბოტები წერენ
,,ძულხართ მოსახლეობას რას ვერ ხვდები სინდის ნამუსი რომ გქონდეს თქვენი ფეხით წახვიდოდით აქ არაფერ შუაშია სასამართლო
,,Qalbatono Salome
,,BISOUS
,,ისე შენი რომ საქართველოს დარდი არ გვაქვს
,,მოლოტოვები სალომემას
,,არარაობა ხართ ქალბატონო უფხო და ფიტული ცარიელი თორემ პრეზიდენტ სააკაშვილს დაიხსნიდით და იგი კი თქვენ დაგიცავდათ მაგრამ არა მგონია საამისო ინტელექტი გქონდეთ საბრალოს
,,ქალბატონო პრეზიდენტო ბოლომდე იბრძოლეთ და მართლაც ამ პატარა კაცუნებს არ მისცეთ საშუალება ქვეყნის ჭაობში ჩაძირვისა საღად მოაზროვნე ერის ნაწილი თქვენს გვერდითაა
,,გული გეტკინათ არა უშავს ამდენი წელია თქვენი უსაქციელობით ჩვენც გვტკენთ გულს ძალიან ვნანობ რომ ხმა მოგეცით თქვენ არ ყოფილხართ პრეზიდენტობის ღირსი
,,თქვენ ალბათნაცებს გულისხმობ
,,უსირცხვილო მოსროლილი ხარ ქართველი ერის მიერ აირტყი იარლიყი
,,რა გეწყინათ სამართლიანი გადაწყვეტილება რომ გამოიტანეს
,,წარმატებას გისურვებ ქ სალომე ნიჭიერი და პოლიტიკოსი ხართ დამცირებას ადამიანი არ მოუკლავს იცოდე შენი გულის ამონათქვამი არსად დაიკარგება საქართველოს ეხმარები წინსვლის გამო წარმატებები მუდამ
,,konstitucis damrgvevi prezidenti unda gakres qveynidan ukve politikurad chakplilixar gashofruli agenti
,,არ ხარ შენ პრეზიდენტი შენ რეზიდენტი ხარ
,,ოპოზიციონერი პრეზიდენტი
,,უთავმოყვარო პრეზიდენტი
,,რატომ შლით კომენტარებს სამარცხვინო ხართ დივერსანტი უცხო ქვეყნის აგენტი
,,Usamartloba rom mdzvinvarebs exla mixvdit aba ubralo xalxistvis rogoriaaaa
,,Carmatebebi kalbatono salome gtxovt ibrzolot da ar danebdet
,,შენ ვინ მოგათრია ეშმაკის ნაშიერო განა ოცნებამ არ მოგათრია წადი გადაშენდი საქართველოდან
,,ბრავო პრეზიდენტო მეტის ღირსები არიან
,,დიდო ქალო პატარა კაცებს ვის უწოდებ ცარიელ თავთავს რომ ჰგევხარ ქვეყანას ზუანს შენ აყენებ შენ ხალხმა აგირჩია და ჩვენ გაუძულებთ რომ აქედან გათხარო
,,წარმატებას გისურვებ ქ სალომე მე პირადად გაფასებ ძლიერი პოლიტიკოსი ხართ ბევრი ბევრი საიდუმლოებას ინახავთ
,,შეიწყალეთ მიშა პრეზიდენტო თორემ თქვენც მისი ბედი გელოდებათ მე არ მაქვს ს იმედი რომ თქვენ მარტო მოერევით რუსულ ოცნებას
,,ვაი შენს პატრონს
,,Ai aseti zlieri prezidenti aris sawiro sakartvelostvis da ocnebis wurbelebis mosashoreblad
1,1,სალომე ნაბოზარო შენ ხარ გამყიდველი როგორიც ყოფილა შენი წინაპარი მოძუძგე საქართველოდან სანამ კარგ ხასიათზე ვართ
,,წარმატებები ჩემი ქვეყნის პრეზიდენტს
,,სინათლე გამოჩნდა ძალიან გრძელი გვირაბის ბოლოს
,,ასე ქალბატონო სალომე გამოფხიზლდით
1,0,სირცხვილი ხარ ქვეყნის შენი მოღალატე ოჯახი მოვტყან გააჯვი ქვეყნიდან შენი მყვარებლის სახლკარი მოვტყან დედმამის წინაპარი მოგიტყან სამომავლოთ
,,ქალბატონისომე გიყენებენ როგორცსააკაშვილს თქვენი ბოლო ციხეა ნუუ არავინ გყავთ გულშემატკივარი ცოტა მცოდნე
,,შევალე საქართველო
,,msiflioshi tavi moichra konsitucis damrgvevi rogor unda gamochndes saertod
,,წარმატებას გისურვებ ქ სალომე ევროპისკენ მხოლოდ ევროპისკენ
,,ააყვავე ქვეყანა სულ ხალხზე ფიქრობ ხალხი ლოცვილობს შენზე და სხვებზეც
,,ამ ქალს ხალხის არანაირი თხოვნა არასდროს არ გაუთვალისწინებია ეხლა უუფლებოა და გასასამართლებელი აქვს ყველაფერი ჩაწყიბილი საქმეა კლოუნადა
,,გაათავისუფლე მიშა მაგ კორუმპირებული სასამართლოს და პუტინის ტყვეა თავისუფლება პოლიტ პატიმრებს სხვა არაფერი გიშველის
,,ეეხ მადამ გაუმტყუნე იმედები შენს მომყვანებს და ამომრჩეველს ვნანობ რომ ხმა მოგეციი ძალიან ვნანობ ქვეყანას კი შენ აყენებ ზიანს
,,სასაცილო ის არის რომ ოპოზიცია ახლა პრეზიდენტს ეძახის და ტაშს უკრავს რა მოკლეა მეხსიერება გუშინ არ იყო რეზიდენტს რომ ეძახოდა სამარცხვინო სპექტაკლი
,,ფარისეველი
,,წარმატებები სალომეს
,,ამ ქვეყანას არსად არ გამოადგები
,,ხალხო რას წერთ ნორმარულები ხართ ეს სატანაა
,,როგორ შეიძლება ამხელა დარღვევა გეპატიოს იმ სამ მოსამართლეს უნდა აუკრძალოს სახელმწიფო სამსახურებში მუშაობა
,,წარმატებები გამაგრდი უსინდისოებითაა სავსე მსოფლიო
,,
,,Sen Ra unda gagikvirdes raw gvaramiam gakadra da ro seiwyale imis mere SE utavmoyvareo dedakawi
1,0,გული გეტკინა კიარა ის შე ცივსისხლიანო ევროპელოო მაგარი ნაგავი ყოფილხარ და კიდევ არ ვიცოდით გაჯვი საიდანაც მოხვედი
,,ამ ქვეყანაში
,,ამ ქვეყანაში თუ არაფერი არ გიკვირს არის შენისთანა გამყიდველი პრეზიდენტების ბრალი შენაგენტო ფაშისტო შენ ათივე სალომე ნაგავი ხსრ
,,წარმატებები
,,დროა გაიფხიზლოს ერმა ამ სულელ ბრიყვ მთავრობას სინდისი რომ ჰქონდეს თავი უნდა დაგვანებოს გაძღენ და წავიდნენ იქნებ უფალმა გვიშველოს ნამდვილი ჭეშმარიტი ქართველი მოუვლინოს გაქურდულ ქვეყანას
,,Gaixaret
,,ქალბატონო სალომე ქედს ვიხრი თქვენს წინაშე
,,სასამართლოს გადაწყვეტილების გარეშეც საქართველოს სირცხვილი ხართ
,,Faqtiuraddd aanonsebsss areulobasss da ambobsss mkidiaooo tqveniii samartaliooo me safrangetisss agentivarooo
,,ქაჯი კისერში რა უქენი ერისათვის შენ სკამივით შემომტენ ბიძინეს
,,warmatebebi
1,0,Ocnebis ki ara xalxs ar undixar nagavo
,,არსადაც არ წახვიდე არც გადადგე ქალბატონო პრეზიდენტო გამოუშვი მიშა და ნახე მაგათი გაქცევა ქოცბანდის მერე ვინ სად დაიმალება ღმერთმა იცის
,,რტლაც შენგანარაფერი არ გვიკვირს საქარტველო დაქარტველი სალხი შენიჯიბისსაკუტრება გგონია
,,წარმატებები უფალი თქვენსკენ ამინ
,,ანტი ევროპული ინპიჩმენტი ამდენი სისულელის თქმა მხოლოდ ამ იდიოტს შეუძლია სინამდვილე თქვა თავისი პირით თავის თავზე რომ არის დასავლეთის აგენტი და მათი მარიონეტი ამაზრზენი ადამიანი
,,რრას ელოდები დრო ეხლა გაქვს რომ შეიწყალო მიშა
,,Jemal Baidauri სექტანტურად მიშისტები დასდევდნენ სალობიეში და მაღაზიებში ქალბატონ სალომეს გარდა მაგისა სექტანტების ტელევიზია იყო რომ უშვერი სიტყვებით ლანძღავდა კონსტიტუცია მართლაც დაარღვია პრეზიდენტმა და ამას ვერც თვითონ უარყოფს და ვერც მისმა წარმომადგენლებმა უარყვეს სასამართლოს წინაშე არავის მიერ რომ არ ხარ მიწვეული სუფრაზე არ უნდა მიხვიდე არამც თუ სხვა ქვეყანაში წახვიდე პრეზიდენტი რა გჭირთ სექტანტურად რომ ამართლებთ არამართალ ადამიანს მთის ხალხს სამართლიანობის გრძნობა მაინც ხომ უნდა შეგრჩეთ სალომეს მიმართ სიყვარულს ყოველთვის გამოვხატავ მაგრამ ავს თუ ავი არ ვუწოდე კარგს სახელად რა დავარქოო ბრძანა გურამიშვილმა
,,Maia Gabidauri რატო არ იქცევა სწორად ნახევარი საქართველოსავით მონურად სექტანტურად რო არ უქიცინებს კუდს ივანიშვილს
,,Darejan Shavidze balci სულ ვმბობდი ბოლო ლუკმად აქვს შემონახულითქო და ასრულდრბა კიდეც
,,წარმატებები ქალ პრეზიდენტო წინ ევროპისკენ
,,რეზიდენტი ქაჯი
1,1,Yle qala
,,დიახ სათქმელი რაცაა უნდა თქვათ თუმცა ფრთხილად რაიმე არ დაგიშაონ
,,nacebis rezidentiiii
,,ხუნტის წევრი ვაი საქართველო ეს რო პრეზიდენტია
,,ქალბატონო პრეზიდენტო გისურვებთ გამძლეობას
,,წარმატებები ქალბატონო პრეზიდენტო გზა ევროპისაკ ნ
,,ნაცების პრეზიდენტი
,,She blukuna kartuli mainc gescavla tu konstitucia ver sheiscavle
,,Xo da caetrie shveni kvegnidan da guli sad gakvs
1,1,She bozo qalo gaetrie vafshe saqaryvelodan sheni mogalate dedas shrveci
1,1,ლობიო ქალი ძაღლმა რაუქნა შენს მომთრევს ეგარის ახლაც ქვეყნის საზიანოდ საუბრობ და დავიჯერო საზღვარგარეთ რომ წაეთრიე იქ იტყოდი კარგს
,,მართალი ხართ არგამოდგები
,,გილოცავთ ქალბატონო პრეზიდენტო წინ ევროპისკენ
,,შენი დორბლიანი დ ას შ ი
,,სამარცხვინო პრეზიდეტიხარ შადი
,,ავოიე მუქარებს ს შეეშვი
,,წარმატებები ქალბატონო სალომე ქართველ ხალხთან ერთად რუსული ოცნების გამოკლებით
,,მაგარი და საამაყო პრეზიდენტი იქნები თუ მიშას თუ გაანთავისუფლებ
,,ყოფნა არ ყოფნააა რა გინდა რისი თქმა გინდა რა გინდა რააა
,,საზოგადოების სახელით არ უნდა ლპარაკობდეთ პრეზიტენტო ძლივს არჩეულო ნუ გავიწყდებათ
1,0,შენ არ გრცხვენია შენი არასწორი პოლიტიკით შენნაც ბოზების პრეზიდენტი ხარ წადი შენი ევროპული ის დედას შევეცი ნუ თამაშობ ხალხის ნერვებზე ბებერო ძუკნავ
,,შენ გაიხარე მე მჯერა შენი მაგრამ ვინ რას დაგაცდის
1,0,უცხო ქვეყნის კახპა ოფუციალური ჯაშუში ჩაჯმულო ოცნება უარესის ღირსები ხართ ამის მოთრევიზა
,,მალადეც ქალბატონო სალომე
,,სად არის ევროპაში დემოკრატია დემოკრატია კი არ არის ხალხის ტკბილი ენით მონობაა
,,საქართველოს რამდენი ხანია გული ტკივა
,,გამარჯვებით ქალბატონო პრეზიდენტო
,,არ ვიცოდი ხმა არ მოგეცით მაგრამ პატივს სიმართლეს უჭერ ქალბატონ სალომე ზურაბიშვილს
1,0,ტუტუცი ნაძირალა
,,ადამიანს იმდენი უნდა მკითხო რამდენიც ესმის ვირისგან წიხლი არ უნდა გეწყინოს
,,როგორ ვნანობ რომ ქალბატონ სალომეს ხმა მივეცი ის აღარ არი ჩემი პრეზიდენტი
,,აუ სანამ წახვალ მიშაც შეიწყალე და აუ რა მოხდება ტვინები აუფეთქდებათ
,,Carmatebebi
,,ბრავო
,,ეს როგორ დანიშნა ბიძნიაჩემმა პრეზიდენტად ეს ქვაზე დახატული ჯურტყელი
,,რეზიდენტი გვარამია ხარ სალო
,,წარმატებები
,,ქაჯები თურმე ძალიან კარგები გახდნენ და ამას ეხლა მიხვდა ქალ ნი პრეზიდენტი
,,gashifruli mogalate agenti kriminali konstotucis damrgvevi
,,უთავმოყვარეო პრეზიდენტი სხვა გადაწყვეტილებას ვერ არ მიიღებდა
,,საქართველოს ყავს და ეყოლება ყველა მთავარსარდალი სამართლიანი
,,ნაცების შეწყალების გარდა არაფერი არ გაგიკეთებია მოღალატევ ჩვენც ბევრჯერ გვატკინე
,,რა იდიოტი ხარ ხალხს თავი დაანებე
,,Vistan ertad qalbatono salikunaa
,,შენ აგირჩია ბიძინამ
,,პაშლა ნა ხუი რა
,,შეიწყალე მიხეილ სააკაშვილი და ეს იქნება პასუხი და მეხის დაცემა ქოცებისათვის
,,ქვეყანა კი არა ბიძინას ბოსტანია სამარცხვინო სიტუაციაა საქართველოში ქვეყანა კორუფციაში იხრჩობა
,,Ra geshvelebat
,,Tsira Chagelishvili აგერ მის ნაცსექტასაც უყვარს https youtu be GWJTYc t U si FFIE TlFBTVP XOk
,,Lika Mamatsashvili ნამდვილად
,,ერთი დემოკრატიული ქვეყანა დაასახელეთ რაა
,,წინსვა და გამარჯვება პრეზიდენტო უფალი გფარავდეთ
,,CADIIIIIIIII
,,მოგიყვანეთ და არა მოხვედი
,,ბებერი აქოთებული ეშმაკი
,,კოცები ზღვარს გადავიდნენ უკვე
,,აკისრებული ვალდებულებაიო რაიო
,,წარმატებები ქ პრეზიდენტო ბრავო
,,მოაშორეთ ეს ფრანციცულა ქალი დროზე და მოიშორეთ ის სირცხვილი რომელიც მის გაპრეზიდენტობის დროს მიიღეთ
,,Prezidenti ki ara agenti xar
,,სად იყავი აქამდე შე ქალო არ ხედავდი ამ არამზადების არამზადობაზე ბატონი სააკაშვილზე ხმას არ იღებ ვითომ დემოკრატიის დამცველო აფერისტი ხარ შენ
,,რაში გამტყუნებს ეს უნამუსოები ეს უნამუსოები
,,წინ ევროპისკენ
,,ახლა გაიგე რო არ არის სამართალი საქარტველოში
1,1,Qatami qalii
,,დამფრთხალი ხარ ცოტა არ იყოს პღეზიდენტო
,,გვერდით ვდგები ევროპა თუ საქართველო სიმართლესკენ
,,რამდენიც გინდა გაანათლე შტერი შტერიაა რამდენიც გინდა მიუტევე მტერი მტერია
,,ფრთხილად იყავი შენმა წამქეზებლებმა უფსკრულში არ გადაგჩეხონ
1,0,სამართლიანობა ჩვენს ქვეყანაში რაც ქოცები მოვიდა არ არის და რაც რუსები შემოათრიეს და დაასახლეს მითუმეტეს არ იქნება ბორინკას გადასაწყვეტი რომ გახდა ჩვენს ქვეყანაშუ ყველაფერი მაშინ დაგვექცა ქვეყანა
,,ვერ ლაპარაკობ ვერ აზროვნებ წადი და იცოცხლე სადაც დაიბადე
,,Gamkidveli dedakaco
,,წარმატებები ჩვენს პრეზიდენტს ის ხალხმა აირჩია დაუვარცხნელ კობახიძეს ვინ ეკითხება
,,მიყვარს ქალბატონი სალომე თავისი საყვარელი საუბრით
,,ისე შენ იცოცხლე შენ პრეზიდენტი არ დარჩე
,,წარმატებები თქვენ მეორე ვადითაც დარჩებით თუ მიშას შეიწყალებთ
,,გთხოვთ შეიწყალოთ მიხეილ სააკაშვილი
,,დააკვირდით სულელია
1,0,უსირცხვილო ხარ როგორ ჩერდები საერთოდ საქართველოში
,,სამარცხვინო ლაქად დარჩები მიშასავით საქართველოს ისტორიაში
,,
,,მიდი სალო აბა შენ იცი ახლა ოცნებას შენი ეშინია იმიტომ რომ ბევრი რამე იცი და ეშინიათ არ ამხილო ეს ნაგვები თუ არ ცრუობ ყოჩაღ
,,გადადექი თუ რამე ნამუსი გაგაჩნია სანამ გასაგდებად გაგიხდა საქმე
,,მაგ ყველაფერს მალე მივაღწევთ
,,უფალმა დაგლოცონ და გაგაძლიერონ როგორც ფოლადი ნელნლა იწრთობა
,,ზე განათლებული ბრეზიდენტი ქ ბ ნი სალომე
,,Shen saqartvelodan xar gasagdebi
,,ესეც ჩვეულებრივი ქოცანცარაა
,,იმიტომ რომ შუბლის ძარღვი არ გაგაჩნია
,,ვაიმე ეს ვინ ყოფილა
,,Ar mjera am qalisss
,,ამ ქალს რატომ არ აკონტროლებს არავინ ეს კიდე დემოკრატიას იწუნებს რა მოწოდებებს აკეთებს
,,გული რატომ გეტკინა რა არიცოდი რა ნაგავი ხალხია ესენი ქვეყნის ღირსები არ არიან ჭაობია ამათი ადგილი კიდევაც იხრჩობიან ეს დურაკები
,,ყოჩათ ვამაყობ თქვენით ვამსყობ როგოც იქნააყოჩაღ აქ თქვენ თქვენი სიტყვაა ხლხისთვის
,,შეიწყალე პრეზიდენტი და ყველანაირად დაგიდგებიტ გვერდში
,,წარმატებები
,,ყოჩაღ ქალბატონო პრეზიდენტო ბარემ წაბრძანდით და ხაბეიშვილს დაუჯექით ოფისში გვერდით მაგიტომ არ მოგცათ მა კაცმა ხმაა
,,რამდენს ბედავსსსს ირაკლი როგორ იმედი მქონდა შენი პროფესიონალიზმისა და გამოცდილების ამ ქალ ვეშაპის დამარცხებაში
,,გადაგაყენებენ
,,ოცნებამ მოგიყვანა მთავრობაშ ეხლა აღარ გინდა მაგათ გვერდით დგომა რომ ლაპარაკობ დაფიქრდი
,,პრეზიდენტი თავიდან ივანიშვილის დასმული იყო და არ მომწონდა იქამდე სანამ არ დაიწყო ქვეყნის დაცვა და ხალხის გვერდში დგომა პრეზიდენტმა გააკეთა ყველაფერი ქვეყნის და ხალხის სასარგებლოდ რა მნიშვნელობა აქვს სად დაიბადა და გაიზარდა მთავარია ქვეყნისთვის და ხალხისთვის რა გააკეთა მას ფული არ მოუპარავს და ბიუჯეტი უაზროდ არ გაუფლანგავს საზიზღარი ღარიბაშვილი კობახიძე დ სხვები გამდიდრდნენ ბიუჯეტით და ევროპას ლანძღვა დაუწყეს მოდი რა გაიარე ზურაბიშვილი ქართველია და ლეონოვა რუსი სადაც არ უნდა დაიბადო და გაიზარდო გენი თავისას შვება
,,თ არა თქვენ ხართ ქართველი ლეონოვა
,,Neli Barbaqadze ამ ქალბატონს ბევრი რამის გამო არ უნდა ეძინოს მაგრამ სძინავს ისე გადავხედე და ისეთი არაეთიკური მიმართვები წერია თუ რომელიმემ მოიცალეთ და დაუკომენტარეთ არა გვარს უყურებთ გამადიდებელი შუშით და ამ დროს არ იცით ვინ ვარ პღეზიდენტი ზუსტად ამ პრინციპით მოგწონთ თქვენნაირებს
,,Tamaz Pirpiladze პღეზიდენტი ქართველია
,,თქვენი პრეზიდენტი პუტინია
,,Tsira Kiria გვარით განსაზღვრავთ ეროვნებას პღეზიდენტი ქართველი გგონიათ
,,Ekaterine Kachlishvili რატომ გვარით რომ განსაზღვრავთ ეროვნებას აქაა თქვენი შეცდომა ისევე როგორც პღეზიდენტისას ქართველია ხომ
,,Tsira Kiria ვინ გიშლით მერე იყოს ჩემი სულიანი ოჯახის არ არის რა ძალისხმევა დამიჯდა მის გაპრეზინტებაში ხომ არ იცით რასაც გვარამია უწოდებდა შეერგოს
,,Tsira Kiria არ ვიცი ვინ ხართ მარა
,,Irina Leonova რომ წაიკითხავს აღარ დაიძინებს ამაღამ
,,ჩემი პრეზიდენტია არ იყოს თქვენი რა პრობლემაა მე შვილი მყავს და ჩემი სულიანი ოჯახის პრეზიდენტია ლეონოვას პრეზიდენტი არც უნდა იყოს
,,Irina Leonova წადი პუტინთან
,,მხარდაჭერა პრეზიდენტს
,,ბ რ ა ვ ოოომაგარი ქალბატონი ბრ
,,გაანთავისუფლე მიხეილ სააკაშვილი ეს იქნება ღირსეული პასუხი ქოცების
,,წადი მოგვშორდი და წაიყვანე შენი მსგავსი უჯიშო მოღალატეები
,,პირველივე წინადადება იყო სისულელე არც ერთი მისი წარმომადგენელი არ იყო მოწოდების სიმაღლეზე დანარჩენი საუბარი ისეთივე რაც თავად არის უკვე
,,ამ ქვეყანაში ქ სალომე კი სწორია ეს თქვენი ქვეყანა ნაღდათ არ არი
,,ქაჯო წადი შენს საფრანგეთში შენ გეზიზღება საქართველო
,,გამოდგები არა აქ
,,წარმატებები ჩვენს პრეზიდენტს
1,1,სამარცხვინო ქალი
,,უთავმოყვარეო მენშევიკების ნაშიერისგან მეტს რას უნდა ელოდო
,,გაიხარეთ
,,კოვზი ჩაგივარდათ ვირთხებო ნაცარში
,,სალომე ნუ სთამაშობ კიდევ ქართველ ხალხის ადამიანობაზე გირჩევნია ხალხს დაუდგეს გვერდში გაანთავისუფლე სააკაშვილი აი მაშინ დაგიჯერებს ხალხი
,,აგენტი მალე გასქურავს თავის ფრანციაში
,,სამარცხვინო
,,აბააა ცა ქუდათ არ მიგაჩნია და დედამიწა ქალამნად
,,დიდ კაცთან პატარას როდის გასვლია თამაში ისე წახვალ სულ ცეკვა ცეკვით
,,GAIXAREEEEEE UPAL GPARAVDES MYDAM GISRVEB CINSVLEBS DA CARMATEBEBS
,,ოცნებაში იძირებია ჭაობშიი
,,Mgoni martla nacia
,,მართლაც პატარა კაცები
,,პაზუხი მომეწონა ქოცებო
,,ოგორც დაგაყენეს ისეც გადაგაყენებენ
,,ქალბატონო პრეზიდენტო არ ჯობდა ქართული გესწავლად წესიერად
,,აი მიშას თუ შეიწყალებს მანდ მართლა დაერხევა და მერე დაცვაც ვეღარ უშველის
,,ქართული სიბრძნე გვეუბნება ჭირსა შიგან გამარჯვება ისე უნდა ვით ქვითკვირსა თქვენ მხარდაჭერას ვერავინ ვერ აგვიკრძალავს
,,წადი ქალო საფრანგეთში და დაგვასვენე
,,ვაიმეეეეეეე რადაავაშავეთ ასეთი
,,პრეზიდენტი რომ არღვევს უხეშად კონსტიტუციას ეგ არაფერი
,,ხოდა ეხლა ხო მაინც დარწმუნდი რომ მიშაც უსამართლოდ არის დაკავებული
,,გაიხარეთ
,,უარყოფითი კომენტარები რატოა დაფარული
,,სალომე ჩვენ ძალიან გვიყვარხართ და პატივსგცემთ ჩვენ თქვენ გვერდითვართ
1,1,ყლექალა
,,შალომე გაათავისუფლე მიხეილ სააკაშვილი თორემ იცოდე ტრიკოთი დაგკიდებს ბიძინ ხუი
,,შენი ქართული მასწავლებლის
,,სამარცხვინო განცხადება
,,სალო ენ არ გრცხვენია მო ალატე რომ გამოდექი
,,კანდიდატი სტატუსი ქალბატონო პრეზიდენტო
,,წარმატებები
,,გადადგები კიარა სუ სიხარულით დაგაზავ შენისთანა პრეზიდენტი არცეთ ქვეყანას არ ჭირდება და განსაკუთრებით ჩვენ
,,გული საქართველოს ატკინეთ თქვე ერთო ნაც ქოც ნაგავო
